BindingDB_ID,chEMBL_ID,Ki_nM,IC50_nM,Kd_nM,EC50_nM,Molecule_name,Molecule_type,Molecular_formula,Molecular_weight,Synonyms,IN_ID,chEMBL_URL
BDBM50364776,CHEMBL1952329,,,,200.0,SGI1776,Small molecule,C20H22F3N5O,405.42,SGI-1776,IN372,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1952329.png?bgColor=white
BDBM50049395,CHEMBL293776,,2710.0,,,HISPIDULIN,Small molecule,C16H12O6,300.27,"NSC-122415, TCMDC-123942",IN373,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL293776.png?bgColor=white
BDBM50094895,CHEMBL86771,,24700.0,,,"1,4-Diamino-Anthraquinone",Small molecule,C14H10N2O2,238.25,"1,4-Diamino-Anthraquinone",IN374,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL86771.png?bgColor=white
BDBM50107009,CHEMBL430853,,28000.0,,,RAMENTACEONE,Small molecule,C11H8O3,188.18,"7-Methyljuglone, Ramentaceone",IN375,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL430853.png?bgColor=white
BDBM11318,CHEMBL289277,,2500.0,,,EMODIN,Small molecule,C15H10O5,270.24,Emodin,IN376,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL289277.png?bgColor=white
BDBM50014846,CHEMBL107,,4300.0,,,COLCHICINE,Small molecule,C22H25NO6,399.44,"Colchicine, Mitigare, Colcrys, Colchicine",IN377,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL107.png?bgColor=white
BDBM50267091,CHEMBL476454,,2100.0,,,BAS1059623,Small molecule,C26H28ClN3O,433.98,BAS-1059623,IN378,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL476454.png?bgColor=white
BDBM50358043,CHEMBL1794051,,170.0,,,GW5074,Small molecule,C15H10Br2INO2,522.96,GW5074,IN379,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794051.png?bgColor=white
BDBM50130248,CHEMBL79004,,1100.0,,,PS1145,Small molecule,C17H11ClN4O,322.75,PS-1145,IN380,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL79004.png?bgColor=white
BDBM67690,CHEMBL58,,51.0,,,MITOXANTRONE,Small molecule,C22H28N4O6,444.49,"Novantrone, Mitoxantrone, Novantrone, Mitoxantrone HCl",IN381,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL58.png?bgColor=white
BDBM16173,CHEMBL945,,6885.0,,,AMILORIDE,Small molecule,C6H8ClN7O,229.63,"Hydro-Ride, Midamor, Amiloride",IN382,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL945.png?bgColor=white
BDBM50214857,CHEMBL387748,,1000.0,,,IN1166,Small molecule,C25H19N7,417.48,IN-1166,IN383,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL387748.png?bgColor=white
BDBM50315769,CHEMBL1090479,,70.0,,,GSK1070916,Small molecule,C30H33N7O,507.64,GSK1070916,IN384,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1090479.png?bgColor=white
BDBM4567,CHEMBL285063,,10000.0,,,PD168393,Small molecule,C17H13BrN4O,369.22,PD-168393,IN385,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL285063.png?bgColor=white
BDBM7392,CHEMBL1276127,,10000.0,,,INDIRUBIN,Small molecule,C16H10N2O2,262.27,Indirubin,IN386,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1276127.png?bgColor=white
BDBM50036936,CHEMBL596482,,21430.0,,,"3',4'-Dimethoxy-Aurone",Small molecule,C17H14O4,282.3,,IN387,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL596482.png?bgColor=white
BDBM24713,CHEMBL512649,,,,60970.0,"2,4,5,10-Tetrahydropyrazolo[3,4-A]Carbazole",Small molecule,C13H11N3,209.25,"2,4,5,10-Tetrahydropyrazolo[3,4-A]Carbazole",IN388,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL512649.png?bgColor=white
BDBM67577,CHEMBL587836,,,,10340.0,GNFPf2005,Small molecule,C20H21BrN4O2,429.32,GNF-Pf-2005,IN389,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL587836.png?bgColor=white
BDBM67593,CHEMBL1303948,,,,37330.0,DNDI1417195,Small molecule,C16H14N2O4,298.3,DNDI1417195,IN390,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1303948.png?bgColor=white
BDBM43766,CHEMBL414890,,,,120000.0,PROTOAPIGENONE,Small molecule,C15H10O6,286.24,Protoapigenone,IN391,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL414890.png?bgColor=white
BDBM50056922,CHEMBL173530,,,,32030.0,STICTIC ACID,Small molecule,C19H14O9,386.31,NSC-87511,IN392,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL173530.png?bgColor=white
BDBM52759,CHEMBL463563,,,,9681.0,ISOTHYMONIN,Small molecule,C18H16O8,360.32,Isothymonin,IN393,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL463563.png?bgColor=white
BDBM67628,CHEMBL578061,,,,14880.0,GNFPf2301,Small molecule,C16H14N4,262.32,GNF-Pf-2301,IN394,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL578061.png?bgColor=white
BDBM67635,CHEMBL531296,,,,18420.0,TCMDC123600,Small molecule,C21H23BrN4O2,443.35,TCMDC-123600,IN395,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL531296.png?bgColor=white
BDBM23412,CHEMBL172350,,,,11000.0,EUPAFOLIN,Small molecule,C16H12O7,316.26,"6-Methoxy 5,7,3',4'-Tetrahydroxyflavone, 6-Methoxyluteolin, Eupafolin, Pedaltin",IN396,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL172350.png?bgColor=white
BDBM67638,CHEMBL196814,,,,5250.0,HTS05056,Small molecule,C14H13N3O,239.28,HTS-05056,IN397,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL196814.png?bgColor=white
BDBM65549,CHEMBL300389,,,,5220.0,CGP60474,Small molecule,C18H18ClN5O,355.83,"CGP-60474, GNF-Pf-88",IN398,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL300389.png?bgColor=white
BDBM23446,CHEMBL45068,,,,21410.0,PHLORETIN,Small molecule,C15H14O5,274.27,"2',4,4',6'-Tetrahydroxy-Dihydrochalcone, 2',4,4',6'-Tetrahydroxydihydrochalcone, Phloretin",IN399,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL45068.png?bgColor=white
BDBM4293,CHEMBL56393,,,,44890.0,AG538,Small molecule,C16H11NO5,297.27,AG-538,IN400,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL56393.png?bgColor=white
BDBM59086,CHEMBL1195210,,,,120000.0,ALEXIDINE,Small molecule,C26H56N10,508.8,"WIN-21904, Compound 904, Alexidine",IN401,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1195210.png?bgColor=white
BDBM50108046,CHEMBL43065,,,,9657.0,OXYRESVERATROL,Small molecule,C14H12O4,244.25,"Oxyresveratrol, Trans-2,4,3',5'-Tetrahydroxystilbene",IN402,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL43065.png?bgColor=white
BDBM50241242,CHEMBL233929,,,,12920.0,GALUTEOLIN,Small molecule,C21H20O11,448.38,"Luteolin-7-Glucoside, Glucoluteolin, Luteolin 7-Glucoside, Galuteolin, Luteolin 7-O-Glucoside",IN403,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL233929.png?bgColor=white
BDBM6644,CHEMBL585,,36800.0,,,TRIAMTERENE,Small molecule,C12H11N7,253.27,"SK-8542, Triamterene, SK&amp, F-8542, Dyrenium, Dytac",IN404,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL585.png?bgColor=white
BDBM50008516,CHEMBL576349,,1240.0,,,IC261,Small molecule,C18H17NO4,311.34,IC261,IN405,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL576349.png?bgColor=white
BDBM50240382,CHEMBL17594,,40000.0,,,QUINIZARIN,Small molecule,C14H8O4,240.21,"1,4-Dihydroxy-Anthraquinone, Quinizarin, 1,4 Dihydroxy-Anthraquinone, 1,4-Dihydroxyanthraquinone",IN406,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL17594.png?bgColor=white
BDBM49375,CHEMBL1405979,,330.0,,,2-Phenylacetylaminobenzothiazole,Small molecule,C15H12N2OS,268.34,2-Phenylacetylaminobenzothiazole,IN407,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1405979.png?bgColor=white
BDBM50399656,CHEMBL2069623,,32.0,,,PF4800567,Small molecule,C17H18ClN5O2,359.82,PF-4800567,IN408,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2069623.png?bgColor=white
BDBM50364141,CHEMBL1951415,,32.0,,,PF670462,Small molecule,C19H20FN5,337.4,PF-670462,IN409,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1951415.png?bgColor=white
BDBM50142887,CHEMBL406845,,41.0,,,AG1879,Small molecule,C15H16ClN5,301.78,AG-1879,IN410,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL406845.png?bgColor=white
BDBM7262,CHEMBL50894,,35.0,,,ALSTERPAULLONE,Small molecule,C16H11N3O3,293.28,Alsterpaullone,IN411,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL50894.png?bgColor=white
BDBM84533,CHEMBL260138,,0.23,,,ALSTERPAULLONE 2,Small molecule,C19H14N4O3,346.35,2-Cyanoethyl Alsterpaullone,IN412,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL260138.png?bgColor=white
BDBM148264,CHEMBL3545110,,15000.0,,,RIBOCICLIB,Small molecule,C23H30N8O,434.55,"LEE-011, NVP-LEE011, Ribociclib",IN413,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3545110.png?bgColor=white
BDBM50132003,CHEMBL126077,,180.0,,,INDIRUBIN-3-MONOXIME,Small molecule,C16H11N3O2,277.28,"Indirubin-3'-Monooxime, Indirubin-3'-Oxime, Indirubin-3-Monoxime, Indirubin-3-Oxime, Indirubin-3Monoxime",IN414,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL126077.png?bgColor=white
BDBM50179207,CHEMBL120077,,10000.0,,,JNJ10198409,Small molecule,C18H16FN3O2,325.34,JNJ-10198409,IN415,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL120077.png?bgColor=white
BDBM50051816,CHEMBL89618,,1000000.0,,,D20317,Small molecule,C24H50NO4P,447.64,D-20317,IN416,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL89618.png?bgColor=white
BDBM50205363,CHEMBL228862,,200000.0,,,6-BENZYLAMINOPURINE,Small molecule,C12H11N5,225.25,Benzyl Aminopurine,IN417,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL228862.png?bgColor=white
BDBM5718,CHEMBL280074,,6000.0,,,OLOMOUCINE,Small molecule,C15H18N6O,298.35,"Olomoucine, Olomucine",IN418,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL280074.png?bgColor=white
BDBM33218,CHEMBL226345,,200000.0,,,ADENINE,Small molecule,C5H5N5,135.13,Adenine,IN419,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL226345.png?bgColor=white
BDBM50021613,CHEMBL452220,,10000.0,,,ATOLAPHYLLIDINE,Small molecule,C18H15NO4,309.32,Atolaphyllidine,IN420,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL452220.png?bgColor=white
BDBM50326171,CHEMBL1243004,,910.0,,,"Dimethyl 6,6'-Sulfonylbis(3-Acetamidobenzoate)",Small molecule,C20H20N2O8S,448.45,,IN421,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1243004.png?bgColor=white
BDBM50326174,CHEMBL1240761,,2500.0,,,"2-Hydroxyethyl 3,4-Dichlorophenylcarbamodithioate",Small molecule,C9H9Cl2NOS2,282.22,"2-Hydroxyethyl 3,4-Dichlorophenylcarbamodithioate",IN422,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1240761.png?bgColor=white
BDBM5775,CHEMBL79049,,20.0,,,CGP60747,Small molecule,C17H14F3N3O2,349.31,CGP-60747,IN423,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL79049.png?bgColor=white
BDBM50378824,CHEMBL1242367,,50000.0,,,CGP082996,Small molecule,C27H32N6O,456.59,CGP-082996,IN424,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1242367.png?bgColor=white
BDBM7266,CHEMBL296586,,400.0,,,KENPAULLONE,Small molecule,C16H11BrN2O,327.18,Kenpaullone,IN425,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL296586.png?bgColor=white
BDBM7263,CHEMBL299756,,24.0,,,PAULLONE 2,Small molecule,C17H11N3O,273.3,Paullone 2,IN426,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL299756.png?bgColor=white
BDBM50079331,CHEMBL418203,,300.0,,,(+/-)-Flavopiridol,Small molecule,C21H20ClNO5,401.85,(+/-)-Flavopiridol,IN427,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL418203.png?bgColor=white
BDBM7287,CHEMBL430574,,7000.0,,,PAULLONE,Small molecule,C16H12N2O,248.29,Paullone,IN428,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL430574.png?bgColor=white
BDBM50088900,CHEMBL169757,,54000.0,,,CGP62464,Small molecule,C18H14N4,286.34,CGP-62464,IN429,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL169757.png?bgColor=white
BDBM50191405,CHEMBL373834,,22000.0,,,7-Bromoindirubin-3'Oxime,Small molecule,C16H10BrN3O2,356.18,,IN430,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL373834.png?bgColor=white
BDBM50269842,CHEMBL478797,,13000.0,,,MICROXINE,Small molecule,C8H11N5O4S,273.27,Microxine,IN431,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL478797.png?bgColor=white
BDBM50099963,CHEMBL30432,,8000.0,,,GW282974X,Small molecule,C23H21N7,395.47,"GW282974X, GW2974",IN432,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL30432.png?bgColor=white
BDBM5566,CHEMBL303958,2500.0,,,,NU6027,Small molecule,C11H17N5O2,251.29,NU-6027,IN433,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL303958.png?bgColor=white
BDBM9503,CHEMBL153843,,10000.0,,,AAL993,Small molecule,C20H16F3N3O,371.36,AAL-993,IN434,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL153843.png?bgColor=white
BDBM4810,CHEMBL276711,,10000.0,,,SEMAXANIB,Small molecule,C15H14N2O,238.29,"Semaxinib, Semaxanib, SU-5416",IN435,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL276711.png?bgColor=white
BDBM14210,CHEMBL202721,,10.0,,,TCMDC125873,Small molecule,C29H31N5O4,513.6,"TCMDC-125873, ZM-447439",IN436,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL202721.png?bgColor=white
BDBM7684,CHEMBL270054,,300.0,,,GW280670X,Small molecule,C14H11ClN4O3S,350.79,GW280670X,IN437,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL270054.png?bgColor=white
BDBM7686,CHEMBL269827,,10.0,,,GW276655X,Small molecule,C17H13N5O4S,383.39,GW276655X,IN438,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL269827.png?bgColor=white
BDBM7693,CHEMBL270544,,15.0,,,GW396574X,Small molecule,C18H18N4O3S,370.43,GW396574X,IN439,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL270544.png?bgColor=white
BDBM7723,CHEMBL272026,,230.0,,,GW290597X,Small molecule,C21H21N7O4S,467.51,GW290597X,IN440,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL272026.png?bgColor=white
BDBM7722,CHEMBL272028,,60.0,,,GW300660X,Small molecule,C20H19N7O4S,453.48,GW300660X,IN441,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL272028.png?bgColor=white
BDBM7726,CHEMBL410072,,60.0,,,GW301784X,Small molecule,C20H23N5O5S,445.5,GW301784X,IN442,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL410072.png?bgColor=white
BDBM7730,CHEMBL271594,,790.0,,,GW300653X,Small molecule,C17H18N4O3S,358.42,GW300653X,IN443,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL271594.png?bgColor=white
BDBM7707,CHEMBL271843,,330.0,,,GW275944X,Small molecule,C15H14N4O3S,330.37,GW275944X,IN444,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL271843.png?bgColor=white
BDBM7724,CHEMBL272165,,74.0,,,GW300657X,Small molecule,C21H18N6O4S,450.48,GW300657X,IN445,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL272165.png?bgColor=white
BDBM50242173,CHEMBL485818,,14360.0,,,BAICALIN,Small molecule,C21H18O11,446.36,Baicalin,IN446,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL485818.png?bgColor=white
BDBM50262445,CHEMBL517516,,11640.0,,,BAICALIN METHYLATE,Small molecule,C22H20O11,460.39,Baicalin Methylate,IN447,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL517516.png?bgColor=white
BDBM50197834,CHEMBL388956,,200.0,,,ARISTOLACTAM AIIIA,Small molecule,C16H11NO4,281.27,SCH-546909,IN448,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL388956.png?bgColor=white
BDBM50306874,CHEMBL609040,,214.0,,,SCH535270,Small molecule,C16H9NO4,279.25,SCH-535270,IN449,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL609040.png?bgColor=white
BDBM50269948,CHEMBL514554,,486.0,,,PF228,Small molecule,C22H20F3N5O3S,491.5,PF-228,IN450,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL514554.png?bgColor=white
BDBM50103203,CHEMBL287508,,5500.0,,,MR22388,Small molecule,C16H11NO3S,297.34,MR-22388,IN451,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL287508.png?bgColor=white
BDBM50246253,CHEMBL488436,,62.0,,,AZD5438,Small molecule,C18H21N5O2S,371.47,AZD-5438,IN452,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL488436.png?bgColor=white
BDBM50139171,CHEMBL2103840,,72.0,,,DINACICLIB,Small molecule,C21H28N6O2,396.5,"MK-7965, SCH-727965, Dinaciclib",IN453,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2103840.png?bgColor=white
BDBM50363196,CHEMBL1944698,,3.0,,,TG02,Small molecule,C23H24N4O,372.47,"TG02, SB-1317, TG-02",IN454,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1944698.png?bgColor=white
BDBM59087,CHEMBL602937,,50000.0,,,FASCAPLYSIN,Small molecule,C18H11N2O+,271.3,Fascaplysin,IN455,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL602937.png?bgColor=white
BDBM50314074,CHEMBL1089405,,20900.0,,,AP23464,Small molecule,C26H30N5O2P,475.53,AP-23464,IN456,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1089405.png?bgColor=white
BDBM61867,CHEMBL234338,,150000.0,,,"5,6,7,8,4'-Pentahydroxyflavone",Small molecule,C15H10O7,302.24,,IN457,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL234338.png?bgColor=white
BDBM32021,CHEMBL418068,,,9600.0,,RHEIN,Small molecule,C15H8O6,284.22,Rhein,IN458,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL418068.png?bgColor=white
BDBM5485,CHEMBL269881,1200.0,,,,NU2058,Small molecule,C12H17N5O,247.3,NU-2058,IN459,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL269881.png?bgColor=white
BDBM50092528,CHEMBL122701,,4000.0,,,"3',4'-Dihydroxyflavonol",Small molecule,C15H10O5,270.24,"3,3',4'-Trihydroxyflavone",IN460,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL122701.png?bgColor=white
BDBM50157547,CHEMBL222541,,500000.0,,,"7,8,3',4'-Tetrahydroxyflavone",Small molecule,C15H10O6,286.24,,IN461,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL222541.png?bgColor=white
BDBM50157555,CHEMBL222556,,500000.0,,,"3',4'-Dihydroxy Flavone",Small molecule,C15H10O4,254.24,"3',4'-Dihydroxyflavone",IN462,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL222556.png?bgColor=white
BDBM8349,CHEMBL260417,,5.0,,,SB725317,Small molecule,C16H13BrN4O2,373.21,SB-725317,IN463,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL260417.png?bgColor=white
BDBM8392,CHEMBL408564,,1000.0,,,SB739452,Small molecule,C14H11BrN4O2,347.17,SB-739452,IN464,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL408564.png?bgColor=white
BDBM8391,CHEMBL101804,,1000.0,,,SB743899,Small molecule,C14H12N4O2,268.28,SB-743899,IN465,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL101804.png?bgColor=white
BDBM8374,CHEMBL407113,,1000.0,,,SB741905,Small molecule,C17H16N4O3S,356.41,SB-741905,IN466,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL407113.png?bgColor=white
BDBM8369,CHEMBL405021,,1000.0,,,SB732941,Small molecule,C17H15N3O,277.33,SB-732941,IN467,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL405021.png?bgColor=white
BDBM7101,CHEMBL191144,,37.0,,,PHA533533,Small molecule,C19H22N4O2,338.41,PHA-533533,IN468,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL191144.png?bgColor=white
BDBM5768,CHEMBL14619,,110.0,,,SQ67563,Small molecule,C17H17N3O2,295.34,SQ-67563,IN469,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL14619.png?bgColor=white
BDBM5541,CHEMBL340813,,1000.0,,,NU6086,Small molecule,C18H21N5O2,339.4,NU-6086,IN470,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL340813.png?bgColor=white
BDBM5530,CHEMBL122264,,2300.0,,,NU6094,Small molecule,C18H21N5O,323.4,NU-6094,IN471,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL122264.png?bgColor=white
BDBM50293147,CHEMBL446024,,1000.0,,,GW683003X,Small molecule,C12H9F3N6,294.24,GW683003X,IN472,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL446024.png?bgColor=white
BDBM50293148,CHEMBL513330,,1000.0,,,GW781673X,Small molecule,C17H13ClN6,336.79,GW781673X,IN473,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL513330.png?bgColor=white
BDBM50293150,CHEMBL468963,,4.0,,,GW779439X,Small molecule,C22H21F3N8,454.46,"GW779439X, TCMDC-138687",IN474,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468963.png?bgColor=white
BDBM50293153,CHEMBL526110,,0.3,,,TCMDC138697,Small molecule,C16H11N7O2,333.31,TCMDC-138697,IN475,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL526110.png?bgColor=white
BDBM50293154,CHEMBL495696,,2.0,,,GW778894X,Small molecule,C17H11N7,313.32,GW778894X,IN476,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL495696.png?bgColor=white
BDBM8131,CHEMBL359963,,40.0,,,GW805758X,Small molecule,C19H18N6,330.4,GW805758X,IN477,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL359963.png?bgColor=white
BDBM50325372,CHEMBL588573,,100000.0,,,TCMDC136678,Small molecule,C24H24Cl2N6O,483.4,TCMDC-136678,IN478,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL588573.png?bgColor=white
BDBM5470,CHEMBL226395,,100000.0,,,METHYLGUANINE,Small molecule,C6H7N5O,165.16,6-O-Methylguanine,IN479,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL226395.png?bgColor=white
BDBM4622,CHEMBL127907,,1000.0,,,WHIP180,Small molecule,C16H15N3O3,297.31,WHI-P180,IN480,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL127907.png?bgColor=white
BDBM50042949,CHEMBL128000,,,100000.0,,BUTEIN,Small molecule,C15H12O5,272.26,"3,4,2',4'-Tetrahydroxychalone, Butein",IN481,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL128000.png?bgColor=white
BDBM50306854,CHEMBL602280,,20000.0,,,ARISTOLOCHIC ACID II,Small molecule,C16H9NO6,311.25,Aristolochic acid II,IN482,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL602280.png?bgColor=white
BDBM50306855,CHEMBL93353,,20000.0,,,ARISTOLOCHIC ACID,Small molecule,C17H11NO7,341.28,Aristolochic Acid I,IN483,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL93353.png?bgColor=white
BDBM50306857,CHEMBL465004,,20000.0,,,ARISTOLOCHIC ACID IV,Small molecule,C18H13NO8,371.3,Aristolochic acid IV,IN484,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465004.png?bgColor=white
BDBM50306858,CHEMBL603494,,30000.0,,,ARISTOLOCHIC ACID C,Small molecule,C16H9NO7,327.25,"Aristolochic acid-IIIa, Aristolochic Acid C",IN485,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL603494.png?bgColor=white
BDBM50306860,CHEMBL604748,,25000.0,,,ARISTOLOCHIC D,Small molecule,C17H11NO8,357.27,"Aristolochic acid-IVa, Aristolochic D",IN486,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL604748.png?bgColor=white
BDBM50306861,CHEMBL601026,,15000.0,,,ARISTOLOCHIC ACID III,Small molecule,C16H9NO7,327.25,Aristolochic acid III,IN487,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL601026.png?bgColor=white
BDBM50306868,CHEMBL603073,,15000.0,,,ARISTOLACTAM II,Small molecule,C16H9NO3,263.25,Aristolactam II,IN488,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL603073.png?bgColor=white
BDBM50306869,CHEMBL479127,,1200.0,,,ARISTOLACTAM I,Small molecule,C17H11NO4,293.28,Aristolactam I,IN489,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL479127.png?bgColor=white
BDBM50306885,CHEMBL464748,,50000.0,,,DICENTRINE,Small molecule,C20H21NO4,339.39,Dicentrine,IN490,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL464748.png?bgColor=white
BDBM50306886,CHEMBL483825,,50000.0,,,(-)-Roemerine,Small molecule,C18H17NO2,279.34,(-)-Roemerine,IN491,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL483825.png?bgColor=white
BDBM50250273,CHEMBL489525,,50000.0,,,ISOCORYDINE,Small molecule,C20H23NO4,341.41,"(+)-Isocorydine, Isocorydine",IN492,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL489525.png?bgColor=white
BDBM50250271,CHEMBL489524,,50000.0,,,CORYDINE,Small molecule,C20H23NO4,341.41,"Corydine, (+)-Codamine",IN493,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL489524.png?bgColor=white
BDBM50197838,CHEMBL227965,,50000.0,,,CORYTUBERINE,Small molecule,C19H21NO4,327.38,Corytuberine,IN494,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL227965.png?bgColor=white
BDBM50378615,CHEMBL404097,,50000.0,,,SALUTARIDINE,Small molecule,C19H21NO4,327.38,"Salutaridine, Sinoacutine",IN495,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL404097.png?bgColor=white
BDBM50241298,CHEMBL248095,,50000.0,,,SINOMENINE,Small molecule,C19H23NO4,329.4,Sinomenine,IN496,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL248095.png?bgColor=white
