chEMBL_ID,Molecule_name,Molecule_type,Molecular_formula,Molecular_weight,Synonyms
CHEMBL1096,AMLEXANOX,Small molecule,C16H14N2O4,298.3,"Amlexanox, AA-673, CHX-3673, Amlexanox, Aphthasol"
CHEMBL586135,TCMDC123713,Small molecule,C16H17N5O,295.35,TCMDC-123713
CHEMBL410484,CID 3237815,Small molecule,C25H27N3O4,433.51,CID 3237815
CHEMBL505670,NSC228155,Small molecule,C11H6N4O4S,290.26,NSC-228155
CHEMBL306823,SODIUM DICHLOROACETATE,Small molecule,C2HCl2NaO2,150.92,"DCA, Sodium dichloroacetate, CPC-211, Ceresine"
CHEMBL608532,KT5720,Small molecule,C32H31N3O5,537.62,KT-5720
CHEMBL414883,RADICICOL,Small molecule,C18H17ClO6,364.78,"Radicicol, Monorden"
CHEMBL508112,BENZOTHIAZYL DISULFIDE,Small molecule,C14H8N2S4,332.5,BI-87F4
CHEMBL121556,NSC402538,Small molecule,C10H16N2O2S4,324.52,NSC-402538
CHEMBL13960,DICHLOROACETIC ACID,Small molecule,C2H2Cl2O2,128.94,Dichloroethanoic acid
CHEMBL104468,LY293646,Small molecule,C17H15NO3,281.31,LY-293646
CHEMBL260876,THIOUREA,Small molecule,CH4N2S,76.12,Thiourea
CHEMBL222102,KU55933,Small molecule,C21H17NO3S2,395.51,KU-55933
CHEMBL188678,NU7432,Small molecule,C25H19NO3S,413.5,"NU-7432, NU-7441"
CHEMBL113,CAFFEINE,Small molecule,C8H10N4O2,194.19,"Caffeine, Theine, Coffeine, Methyltheobromine, Cafcit, Pro-Plus, Zanthine, Nodoz, Yeast-Vite, NoDoz Caplets and Chewable Tablets"
CHEMBL479488,SCHISANDRIN B,Small molecule,C23H28O6,400.47,Schisandrin B
CHEMBL2396661,ALPELISIB,Small molecule,C19H22F3N5O2S,441.48,"NVP-BYL719, Alpelisib, BYL-719"
CHEMBL1086377,KU0060648,Small molecule,C33H34N4O4S,582.73,KU-0060648
CHEMBL3989870,BERZOSERTIB,Small molecule,C24H25N5O3S,463.56,"Berzosertib, VX-970"
CHEMBL1078983,AZD2014,Small molecule,C25H31N5O4,465.55,AZD-2014
CHEMBL561708,WYE354,Small molecule,C24H29N7O5,495.54,WYE-354
CHEMBL2331664,PF04979064,Small molecule,C24H26N6O3,446.51,PF-04979064
CHEMBL1801204,AZD8055,Small molecule,C25H31N5O4,465.55,"AZ-12600000, AZD-8055"
CHEMBL2336325,VISTUSERTIB,Small molecule,C25H30N6O3,462.55,"AZD2014, AZD-2014, Vistusertib"
CHEMBL3218578,BGT226,Small molecule,C28H25F3N6O2,534.54,"BGT-226, NVP-BGT226"
CHEMBL3989948,LANABECESTAT,Small molecule,C26H28N4O,412.54,"LY3314814, Lanabecestat"
CHEMBL3545097,SAPANISERTIB,Small molecule,C15H15N7O,309.33,"TAK-228, Sapanisertib, MLN-0128"
CHEMBL313244,4-METHYLESCULETIN,Small molecule,C10H8O4,192.17,NSC-688807
CHEMBL83148,PHENYL(PHENYLSULFONYL)AMINE,Small molecule,C12H11NO2S,233.29,"N-Phenyl-Benzenesulfonamide, Phenyl(Phenylsulfonyl)Amine"
CHEMBL81948,5-Phenyl-Isoxazole,Small molecule,C9H7NO,145.16,5-Phenyl-Isoxazole
CHEMBL14145,4-Phenylimidazole,Small molecule,C9H8N2,144.18,4-Phenylimidazole
CHEMBL275066,1-Phenylimidazole,Small molecule,C9H8N2,144.18,1-Phenylimidazole
CHEMBL313965,N-Cyclohexyl-Benzenesulfonamide,Small molecule,C12H17NO2S,239.34,N-Cyclohexyl-Benzenesulfonamide
CHEMBL39261,5-Phenyltetrazole,Small molecule,C7H6N4,146.15,5-Phenyltetrazole
CHEMBL586702,TCMDC137004,Small molecule,C19H21F2N7O2,417.42,TCMDC-137004
CHEMBL589258,PKI402,Small molecule,C29H34N10O3,570.66,PKI-402
CHEMBL219410,ZOTAROLIMUS,Small molecule,C52H79N5O12,966.23,"ABT-578, Zotarolimus"
CHEMBL478980,AMA37,Small molecule,C17H17NO3,283.33,AM-A37
CHEMBL1236962,OMIPALISIB,Small molecule,C25H17F2N5O3S,505.51,"GSK2126458, Omipalisib"
CHEMBL1258517,PKI179,Small molecule,C25H28N8O3,488.55,PKI-179
CHEMBL1684984,PA799,Small molecule,C15H19N7O3S,377.43,"PA-799, CH5132799, CH-5132799"
CHEMBL1201182,TEMSIROLIMUS,Small molecule,C56H87NO16,1030.3,"CCI-779, Temsirolimus, Torisel"
CHEMBL1774942,HOMOTEMSIROLIMUS C,Small molecule,C57H89NO16,1044.33,Homotemsirolimus C
CHEMBL1774941,HOMOTEMSIROLIMUS B,Small molecule,C57H89NO16,1044.33,Homotemsirolimus B
CHEMBL1774940,HOMOTEMSIROLIMUS A,Small molecule,C57H89NO16,1044.33,Homotemsirolimus A
CHEMBL592445,GEDATOLISIB,Small molecule,C32H41N9O4,615.74,"PKI-587, Gedatolisib, PF-05212384"
CHEMBL413,SIROLIMUS,Small molecule,C51H79NO13,914.19,"WY-090217, AY-22989, Rapamycin, Sirolimus, Rapamune, Sirolimus"
CHEMBL2017974,BUPARLISIB,Small molecule,C18H21F3N6O2,410.4,"NVP-BKM120, BKM120-NX, Buparlisib, BKM-120"
CHEMBL269732,TACROLIMUS,Small molecule,C44H69NO12,804.03,"FK-506, FR-900506, Tacrolimus, Protopic, Prograf"
CHEMBL525042,AP21967,Small molecule,C59H88N2O12,1017.36,AP-21967
CHEMBL2063756,PF05139962,Small molecule,C21H27N5O4S,445.55,PF-05139962
CHEMBL6367,GPI1046,Small molecule,C20H28N2O4,360.45,GPI-1046
CHEMBL2331680,RG7603,Small molecule,C24H32N6O3,452.56,"RG-7603, GDC-0349"
CHEMBL2334756,6-aza-PAT,Small molecule,C26H34N6O3,478.6,6-aza-PAT
CHEMBL2334760,6-aza-THQ,Small molecule,C24H32N6O3,452.56,6-aza-THQ
CHEMBL2387080,TASELISIB,Small molecule,C24H28N8O2,460.54,"GDC-0032, RG-7604, Taselisib"
CHEMBL3643413,LENIOLISIB,Small molecule,C21H25F3N6O2,450.47,"Leniolisib, CDZ173-NX"
CHEMBL2165191,AZD6482,Small molecule,C22H24N4O4,408.46,AZD-6482
CHEMBL2216870,IDELALISIB,Small molecule,C22H18FN7O,415.43,"GS-1101, CAL-101, GS-11CAL-101, Idelalisib, Zydelig"
CHEMBL190677,BENZOIN,Small molecule,C14H12O2,212.25,"Benzoin, Benzoin Tincture"
CHEMBL549959,DEMETHOXYVIRIDIN,Small molecule,C19H14O5,322.32,Demethoxyviridin
CHEMBL3218576,COPANLISIB,Small molecule,C23H28N8O4,480.53,"BAY 80-6946, BAY-80-6946, Copanlisib"
CHEMBL280998,CATECHOL,Small molecule,C6H6O2,110.11,Pyrocatechol
CHEMBL449172,2-Morpholinoisonicotinic Acid,Small molecule,C10H12N2O3,208.22,2-Morpholinoisonicotinic Acid
CHEMBL450243,Ethyl 2-Morpholinoisonicotinate,Small molecule,C12H16N2O3,236.27,Ethyl 2-Morpholinoisonicotinate
